"order_amount","discount_category","total_revenue"
"1760.11","Heavy_Discounted_product","1600.25"
"633.21","Heavy_Discounted_product","368.02"
"2403.99","Low_Discounted_product","2380.91"
"1341.56","Heavy_Discounted_product","1079.06"
"2342.96","Heavy_Discounted_product","2200.79"
"634.84","Low_Discounted_product","628.23"
"1531.02","Heavy_Discounted_product","1334.29"
"2136.39","Heavy_Discounted_product","2002.81"
"2015.32","Low_Discounted_product","1947.29"
"854.08","Heavy_Discounted_product","567.22"
"2130.46","Heavy_Discounted_product","1922.60"
"2485.68","Heavy_Discounted_product","2313.32"
"1493.72","Low_Discounted_product","1483.31"
"1441.69","Low_Discounted_product","1392.91"
"1967.59","Heavy_Discounted_product","1683.25"
"2443.88","Low_Discounted_product","2344.50"
"2039.03","Heavy_Discounted_product","1820.47"
"2270.40","Low_Discounted_product","2228.57"
"1620.30","Low_Discounted_product","1554.19"
"1675.02","Heavy_Discounted_product","1499.99"
"1438.35","Heavy_Discounted_product","1304.71"
"930.84","Heavy_Discounted_product","749.32"
"1050.15","Heavy_Discounted_product","938.30"
"2210.89","Low_Discounted_product","2184.61"
"2053.05","Heavy_Discounted_product","1761.94"
"397.98","Low_Discounted_product","335.64"
"1939.06","Low_Discounted_product","1912.53"
"1262.88","Heavy_Discounted_product","1092.51"
"1473.89","Low_Discounted_product","1461.22"
"1901.67","Low_Discounted_product","1834.31"
"2118.76","Heavy_Discounted_product","1977.00"
"265.42","Heavy_Discounted_product","36.00"
"1536.45","Heavy_Discounted_product","1366.78"
"1378.81","Heavy_Discounted_product","1206.23"
"935.27","Heavy_Discounted_product","671.77"
"1030.68","Heavy_Discounted_product","839.81"
"1669.58","Low_Discounted_product","1646.53"
"1450.54","Heavy_Discounted_product","1188.81"
"420.42","Heavy_Discounted_product","246.41"
"1057.93","Heavy_Discounted_product","912.46"
"1357.78","Heavy_Discounted_product","1108.31"
"1815.21","Heavy_Discounted_product","1574.44"
"2323.84","Heavy_Discounted_product","2179.98"
"1403.18","Heavy_Discounted_product","1112.15"
"711.42","Heavy_Discounted_product","454.38"
"499.50","Low_Discounted_product","475.92"
"297.79","Low_Discounted_product","265.44"
"299.55","Low_Discounted_product","209.06"
"1551.49","Low_Discounted_product","1491.48"
"2382.22","Heavy_Discounted_product","2277.87"
"1511.54","Low_Discounted_product","1481.81"
"2417.81","Low_Discounted_product","2366.28"
"2157.98","Heavy_Discounted_product","2015.57"
"2119.91","Heavy_Discounted_product","1825.52"
"459.54","Heavy_Discounted_product","164.16"
"1340.38","Heavy_Discounted_product","1232.00"
"1335.54","Heavy_Discounted_product","1220.11"
"1474.01","Low_Discounted_product","1386.83"
"612.38","Heavy_Discounted_product","312.76"
"1714.66","Low_Discounted_product","1689.16"
"2448.41","Heavy_Discounted_product","2225.98"
"660.61","Heavy_Discounted_product","407.40"
"840.59","Heavy_Discounted_product","626.54"
"1294.40","Heavy_Discounted_product","1113.45"
"1966.40","Low_Discounted_product","1933.99"
"2367.53","Low_Discounted_product","2358.61"
"2435.77","Heavy_Discounted_product","2320.98"
"421.57","Low_Discounted_product","398.61"
"1722.81","Heavy_Discounted_product","1575.73"
"240.64","Heavy_Discounted_product","11.45"
"2161.61","Heavy_Discounted_product","2028.84"
"2234.81","Low_Discounted_product","2185.57"
"1321.15","Low_Discounted_product","1288.34"
"1280.58","Heavy_Discounted_product","1111.90"
"1337.79","Heavy_Discounted_product","1046.53"
"1558.07","Low_Discounted_product","1519.61"
"984.89","Low_Discounted_product","955.68"
"1720.85","Low_Discounted_product","1646.57"
"463.28","Low_Discounted_product","412.35"
"1506.51","Heavy_Discounted_product","1236.09"
"251.14","Low_Discounted_product","156.19"
"2059.15","Low_Discounted_product","2029.13"
"583.24","Low_Discounted_product","493.38"
"2132.88","Heavy_Discounted_product","1972.13"
"1124.66","Low_Discounted_product","1056.89"
"828.74","Heavy_Discounted_product","658.81"
"2030.00","Heavy_Discounted_product","1834.54"
"920.71","Heavy_Discounted_product","796.42"
"615.38","Low_Discounted_product","609.80"
"1719.85","Heavy_Discounted_product","1472.68"
"2161.38","Heavy_Discounted_product","1889.33"
"1263.72","Low_Discounted_product","1191.61"
"1658.03","Heavy_Discounted_product","1404.24"
"1779.77","Low_Discounted_product","1708.93"
"764.85","Heavy_Discounted_product","516.68"
"1687.92","Low_Discounted_product","1676.82"
"2016.24","Low_Discounted_product","1932.91"
"1999.14","Low_Discounted_product","1982.54"
"2271.32","Heavy_Discounted_product","2149.22"
"742.89","Heavy_Discounted_product","571.60"
"2384.25","Heavy_Discounted_product","2104.78"
"481.24","Heavy_Discounted_product","239.23"
"2351.65","Low_Discounted_product","2286.25"
"1139.26","Heavy_Discounted_product","880.39"
"927.93","Heavy_Discounted_product","800.80"
"1846.04","Heavy_Discounted_product","1599.63"
"781.86","Heavy_Discounted_product","666.45"
"1093.48","Heavy_Discounted_product","820.54"
"884.07","Heavy_Discounted_product","626.24"
"2015.43","Low_Discounted_product","1933.22"
"2330.94","Low_Discounted_product","2231.12"
"1364.57","Heavy_Discounted_product","1259.01"
"1952.54","Heavy_Discounted_product","1760.13"
"1121.52","Heavy_Discounted_product","933.03"
"774.09","Heavy_Discounted_product","560.02"
"2209.06","Low_Discounted_product","2169.01"
"1153.34","Low_Discounted_product","1098.77"
"2323.16","Heavy_Discounted_product","2129.03"
"1812.90","Low_Discounted_product","1762.27"
"404.84","Heavy_Discounted_product","294.46"
"1200.87","Heavy_Discounted_product","924.87"
"638.25","Heavy_Discounted_product","379.67"
"1192.01","Low_Discounted_product","1130.03"
"614.85","Heavy_Discounted_product","377.11"
"1237.25","Low_Discounted_product","1162.75"
"506.37","Low_Discounted_product","409.40"
"1893.04","Low_Discounted_product","1816.17"
"2341.45","Heavy_Discounted_product","2200.17"
"1625.21","Low_Discounted_product","1534.46"
"1535.12","Low_Discounted_product","1457.03"
"406.19","Heavy_Discounted_product","193.11"
"301.57","Low_Discounted_product","263.21"
"1609.74","Heavy_Discounted_product","1381.27"
"925.75","Heavy_Discounted_product","627.38"
"322.41","Low_Discounted_product","277.82"
"576.18","Heavy_Discounted_product","436.04"
"2474.28","Heavy_Discounted_product","2306.02"
"484.40","Low_Discounted_product","456.33"
"2091.92","Heavy_Discounted_product","1922.95"
"1963.75","Low_Discounted_product","1909.58"
"2240.95","Low_Discounted_product","2233.16"
"2125.05","Low_Discounted_product","2078.92"
"1244.33","Heavy_Discounted_product","957.77"
"2387.06","Low_Discounted_product","2289.59"
"943.29","Low_Discounted_product","926.63"
"1117.37","Low_Discounted_product","1063.97"
"1093.56","Heavy_Discounted_product","972.84"
"1892.55","Heavy_Discounted_product","1616.04"
"1379.10","Heavy_Discounted_product","1232.21"
"1173.06","Heavy_Discounted_product","946.11"
"413.78","Heavy_Discounted_product","259.78"
"2340.54","Heavy_Discounted_product","2182.36"
"382.12","Heavy_Discounted_product","141.66"
"2135.54","Heavy_Discounted_product","1978.61"
"2309.79","Heavy_Discounted_product","2155.77"
"1719.97","Heavy_Discounted_product","1549.43"
"1967.89","Low_Discounted_product","1963.01"
"391.57","Heavy_Discounted_product","128.54"
"1941.91","Heavy_Discounted_product","1806.93"
"379.91","Heavy_Discounted_product","85.25"
"213.45","Low_Discounted_product","178.45"
"2198.20","Heavy_Discounted_product","1908.46"
"1788.52","Heavy_Discounted_product","1499.58"
"231.91","Low_Discounted_product","198.34"
"1691.83","Heavy_Discounted_product","1496.91"
"1970.36","Low_Discounted_product","1925.91"
"1899.20","Heavy_Discounted_product","1765.62"
"758.05","Low_Discounted_product","669.60"
"1649.94","Heavy_Discounted_product","1436.01"
"2497.76","Low_Discounted_product","2486.65"
"2351.15","Heavy_Discounted_product","2079.63"
"243.75","Heavy_Discounted_product","70.83"
"2245.02","Low_Discounted_product","2209.94"
"571.07","Heavy_Discounted_product","353.21"
"705.32","Heavy_Discounted_product","432.60"
"2407.55","Heavy_Discounted_product","2157.63"
"849.65","Heavy_Discounted_product","624.87"
"1593.22","Low_Discounted_product","1562.95"
"1480.71","Heavy_Discounted_product","1180.93"
"601.84","Heavy_Discounted_product","344.00"
"462.13","Low_Discounted_product","394.12"
"2005.24","Heavy_Discounted_product","1774.43"
"1589.87","Low_Discounted_product","1558.63"
"1997.80","Heavy_Discounted_product","1814.90"
"584.21","Low_Discounted_product","548.79"
"1828.78","Heavy_Discounted_product","1600.19"
"969.60","Low_Discounted_product","928.27"
"2120.07","Heavy_Discounted_product","1977.97"
"1056.60","Heavy_Discounted_product","830.15"
"2010.60","Low_Discounted_product","1969.20"
"2027.60","Heavy_Discounted_product","1919.07"
"2370.38","Low_Discounted_product","2344.95"
"1104.51","Low_Discounted_product","1093.38"
"2437.12","Heavy_Discounted_product","2311.33"
"2102.11","Heavy_Discounted_product","1832.05"
"2241.43","Heavy_Discounted_product","2054.12"
"2226.24","Low_Discounted_product","2200.96"
"1397.08","Heavy_Discounted_product","1234.84"
"1399.07","Heavy_Discounted_product","1171.96"
"794.99","Heavy_Discounted_product","545.32"
"2135.64","Low_Discounted_product","2057.71"
"1232.09","Heavy_Discounted_product","1060.36"
"1500.87","Heavy_Discounted_product","1232.57"
"1733.92","Heavy_Discounted_product","1489.40"
"1896.28","Low_Discounted_product","1864.71"
"425.37","Heavy_Discounted_product","211.88"
"2243.57","Heavy_Discounted_product","2100.69"
"1126.33","Heavy_Discounted_product","958.64"
"1173.87","Heavy_Discounted_product","1041.85"
"492.39","Heavy_Discounted_product","279.04"
"1247.49","Low_Discounted_product","1237.71"
"2160.33","Low_Discounted_product","2127.23"
"552.60","Heavy_Discounted_product","441.16"
"2019.77","Low_Discounted_product","1977.13"
"621.08","Heavy_Discounted_product","399.18"
"2201.98","Heavy_Discounted_product","2076.71"
"1997.10","Heavy_Discounted_product","1854.53"
"1951.86","Heavy_Discounted_product","1751.69"
"1142.15","Low_Discounted_product","1072.30"
"1892.60","Heavy_Discounted_product","1698.83"
"1490.40","Low_Discounted_product","1453.27"
"1526.77","Low_Discounted_product","1510.91"
"2262.79","Low_Discounted_product","2226.71"
"764.16","Heavy_Discounted_product","552.47"
"936.99","Heavy_Discounted_product","760.32"
"1154.35","Heavy_Discounted_product","896.46"
"2453.51","Heavy_Discounted_product","2290.98"
"554.72","Heavy_Discounted_product","269.07"
"262.49","Low_Discounted_product","244.94"
"2253.93","Low_Discounted_product","2176.55"
"1547.87","Heavy_Discounted_product","1399.98"
"932.17","Heavy_Discounted_product","766.23"
"737.60","Heavy_Discounted_product","471.75"
"766.53","Heavy_Discounted_product","600.12"
"392.99","Heavy_Discounted_product","202.25"
"1998.65","Heavy_Discounted_product","1837.39"
"2069.08","Heavy_Discounted_product","1780.75"
"828.60","Low_Discounted_product","753.33"
"2133.57","Low_Discounted_product","2049.18"
"406.34","Heavy_Discounted_product","196.81"
"1604.02","Heavy_Discounted_product","1316.79"
"827.93","Heavy_Discounted_product","629.25"
"955.45","Heavy_Discounted_product","681.24"
"2273.32","Heavy_Discounted_product","2071.51"
"1953.67","Heavy_Discounted_product","1792.23"
"1746.17","Heavy_Discounted_product","1640.27"
"486.96","Heavy_Discounted_product","375.82"
"1944.37","Heavy_Discounted_product","1740.20"
"897.31","Heavy_Discounted_product","681.97"
"1333.53","Heavy_Discounted_product","1122.32"
"455.18","Low_Discounted_product","371.98"
"1717.63","Heavy_Discounted_product","1547.92"
"1915.74","Low_Discounted_product","1877.51"
"641.26","Heavy_Discounted_product","437.87"
"204.50","Heavy_Discounted_product","76.37"
"479.95","Heavy_Discounted_product","324.46"
"308.02","Heavy_Discounted_product","32.50"
"647.60","Low_Discounted_product","623.06"
"2402.88","Heavy_Discounted_product","2127.78"
"1639.79","Low_Discounted_product","1610.77"
"2350.64","Heavy_Discounted_product","2098.49"
"2114.79","Heavy_Discounted_product","1868.30"
"1208.62","Low_Discounted_product","1179.92"
"2308.44","Heavy_Discounted_product","2195.22"
"893.38","Heavy_Discounted_product","705.52"
"320.07","Heavy_Discounted_product","65.09"
"2188.54","Heavy_Discounted_product","1952.30"
"2223.86","Heavy_Discounted_product","2038.09"
"1551.97","Low_Discounted_product","1519.57"
"489.76","Heavy_Discounted_product","337.09"
"1222.64","Low_Discounted_product","1149.69"
"1202.45","Heavy_Discounted_product","914.53"
"539.04","Low_Discounted_product","446.44"
"1548.81","Heavy_Discounted_product","1345.32"
"1170.74","Low_Discounted_product","1112.12"
"1736.08","Heavy_Discounted_product","1527.65"
"1617.04","Heavy_Discounted_product","1491.43"
"704.63","Low_Discounted_product","703.52"
"749.74","Heavy_Discounted_product","529.36"
"2099.99","Low_Discounted_product","2097.97"
"464.94","Low_Discounted_product","377.77"
"657.98","Low_Discounted_product","572.75"
"765.72","Low_Discounted_product","706.92"
"1071.52","Heavy_Discounted_product","835.30"
"752.34","Heavy_Discounted_product","509.49"
"472.53","Heavy_Discounted_product","207.71"
"1797.01","Low_Discounted_product","1701.62"
"634.93","Heavy_Discounted_product","474.29"
"2029.91","Heavy_Discounted_product","1768.05"
"2004.73","Heavy_Discounted_product","1767.43"
"1060.81","Heavy_Discounted_product","905.14"
"1797.37","Heavy_Discounted_product","1582.68"
"1667.64","Heavy_Discounted_product","1430.45"
"2185.29","Heavy_Discounted_product","2066.52"
"2351.65","Heavy_Discounted_product","2239.42"
"1222.36","Heavy_Discounted_product","1116.89"
"973.66","Heavy_Discounted_product","838.31"
"827.94","Low_Discounted_product","820.52"
"1025.91","Low_Discounted_product","1001.18"
"2007.51","Heavy_Discounted_product","1729.53"
"1455.86","Heavy_Discounted_product","1355.73"
"638.48","Heavy_Discounted_product","457.27"
"848.24","Heavy_Discounted_product","744.25"
"1285.61","Heavy_Discounted_product","1131.82"
"1291.21","Heavy_Discounted_product","1136.46"
"920.07","Low_Discounted_product","863.72"
"269.24","Low_Discounted_product","227.55"
"981.59","Heavy_Discounted_product","855.85"
"253.45","Heavy_Discounted_product","17.84"
"2038.04","Heavy_Discounted_product","1763.91"
"346.53","Heavy_Discounted_product","230.60"
"1669.71","Low_Discounted_product","1578.32"
"273.74","Heavy_Discounted_product","67.03"
"2296.09","Heavy_Discounted_product","2180.32"
"360.95","Low_Discounted_product","343.71"
"1099.54","Heavy_Discounted_product","802.66"
"1094.68","Heavy_Discounted_product","823.60"
"2081.16","Heavy_Discounted_product","1881.72"
"1355.69","Heavy_Discounted_product","1150.24"
"347.13","Heavy_Discounted_product","227.36"
"1258.47","Heavy_Discounted_product","1085.63"
"1810.73","Heavy_Discounted_product","1597.24"
"773.01","Heavy_Discounted_product","503.02"
"1806.60","Low_Discounted_product","1777.94"
"1436.80","Heavy_Discounted_product","1236.80"
"478.83","Heavy_Discounted_product","368.21"
"579.13","Low_Discounted_product","516.92"
"1797.32","Heavy_Discounted_product","1572.40"
"286.88","Low_Discounted_product","211.70"
"1314.95","Low_Discounted_product","1294.48"
"1282.81","Low_Discounted_product","1199.07"
"607.64","Low_Discounted_product","570.39"
"1757.98","Low_Discounted_product","1711.93"
"2253.18","Heavy_Discounted_product","2093.49"
"1098.42","Low_Discounted_product","1005.92"
"2336.29","Heavy_Discounted_product","2223.90"
"264.27","Low_Discounted_product","259.90"
"1865.23","Low_Discounted_product","1852.03"
"1641.61","Heavy_Discounted_product","1454.21"
"691.69","Heavy_Discounted_product","584.72"
"227.56","Low_Discounted_product","163.73"
"1048.65","Low_Discounted_product","1028.45"
"2461.14","Low_Discounted_product","2430.60"
"1579.69","Heavy_Discounted_product","1285.27"
"1951.95","Heavy_Discounted_product","1745.66"
"2297.84","Heavy_Discounted_product","2163.17"
"734.99","Heavy_Discounted_product","550.09"
"1941.67","Heavy_Discounted_product","1755.74"
"664.63","Heavy_Discounted_product","551.91"
"508.81","Low_Discounted_product","413.55"
"1926.27","Low_Discounted_product","1857.57"
"324.37","Heavy_Discounted_product","49.07"
"939.77","Heavy_Discounted_product","807.06"
"319.85","Heavy_Discounted_product","22.25"
"1462.35","Heavy_Discounted_product","1223.78"
"1867.47","Low_Discounted_product","1774.03"
"772.63","Low_Discounted_product","687.02"
"2387.33","Heavy_Discounted_product","2279.46"
"1362.17","Heavy_Discounted_product","1141.69"
"2164.30","Heavy_Discounted_product","1936.64"
"791.77","Heavy_Discounted_product","652.67"
"1305.94","Low_Discounted_product","1205.97"
"229.52","Heavy_Discounted_product","79.31"
"2432.13","Heavy_Discounted_product","2320.19"
"1140.21","Low_Discounted_product","1128.56"
"1954.79","Heavy_Discounted_product","1667.66"
"1783.53","Heavy_Discounted_product","1574.59"
"279.37","Heavy_Discounted_product","35.43"
"2371.81","Low_Discounted_product","2327.60"
"468.48","Low_Discounted_product","440.79"
"1392.64","Low_Discounted_product","1335.99"
"1351.49","Heavy_Discounted_product","1191.53"
"451.33","Heavy_Discounted_product","279.55"
"2339.04","Heavy_Discounted_product","2219.65"
"422.80","Heavy_Discounted_product","190.68"
"1886.00","Low_Discounted_product","1834.81"
"1318.88","Heavy_Discounted_product","1168.10"
"662.16","Heavy_Discounted_product","437.19"
"2299.83","Low_Discounted_product","2267.07"
"486.77","Low_Discounted_product","467.49"
"1747.45","Low_Discounted_product","1717.21"
"2015.18","Low_Discounted_product","2002.62"
"1396.17","Heavy_Discounted_product","1107.55"
